Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Method
ORD-1209,2021-11-12,2021-11-15,CUST-947,Maria Jones,Corporate,Pakistan,Karachi,South,P-106,Technology,Monitors,Samsung Monitor,1765.5,1,0.08,518.94,Debit Card
ORD-1456,2021-11-13,2021-11-14,CUST-566,Jimmy Miller,Corporate,Pakistan,Quetta,West,P-727,Office Supplies,Binders,Document Binder Set,66.0,2,0.13,16.69,Credit Card
ORD-3361,2021-11-13,2021-11-18,CUST-602,Brandon Moore,Home Office,Pakistan,Islamabad,Central,P-283,Technology,Tablets,iPad Air,7866.0,3,0.01,1979.64,Bank Transfer
ORD-2215,2021-11-13,2021-11-16,CUST-113,Justin Andrade,Consumer,Pakistan,Sialkot,East,P-294,Office Supplies,Pens,Premium Pen Pack,630.0,3,0.0,106.28,Credit Card
ORD-2380,2021-11-13,2021-11-15,CUST-935,Robin Perez,Home Office,Pakistan,Faisalabad,East,P-292,Technology,Tablets,iPad Air,3429.0,2,0.1,663.76,Cash
ORD-1005,2021-11-14,2021-11-18,CUST-608,Ryan Hurst,Corporate,Pakistan,Hyderabad,South,P-875,Electronics,Accessories,Wireless Earbuds,3228.0,2,0.14,583.08,Bank Transfer
ORD-3995,2021-11-15,2021-11-16,CUST-209,Kimberly Hobbs,Home Office,Pakistan,Hyderabad,South,P-785,Technology,Laptops,Dell Inspiron,2577.0,1,0.01,477.27,Cash
ORD-1506,2021-11-16,2021-11-18,CUST-978,Alec Thompson,Corporate,Pakistan,Lahore,North,P-405,Office Supplies,Binders,Document Binder Set,1035.0,5,0.03,125.38,Bank Transfer
ORD-3553,2021-11-17,2021-11-22,CUST-369,Michael Gonzalez,Consumer,Pakistan,Sialkot,East,P-333,Technology,Monitors,Samsung Monitor,6786.0,2,0.16,1222.06,Debit Card
ORD-2791,2021-11-18,2021-11-23,CUST-222,Angelica Gordon,Home Office,Pakistan,Hyderabad,South,P-669,Furniture,Storage,Filing Cabinet,1561.5,3,0.2,227.61,Credit Card
ORD-2031,2021-11-18,2021-11-19,CUST-133,Kevin Cook,Consumer,Pakistan,Multan,West,P-970,Technology,Laptops,Dell Inspiron,9300.0,5,0.09,2849.58,Cash
ORD-3978,2021-11-19,2021-11-22,CUST-443,Katherine Lynn,Consumer,Pakistan,Rawalpindi,North,P-407,Technology,Tablets,iPad Air,2461.5,3,0.02,747.87,Credit Card
ORD-2611,2021-11-19,2021-11-21,CUST-343,Brian Castro,Consumer,Pakistan,Islamabad,Central,P-789,Electronics,Phones,iPhone 13,2145.0,1,0.2,332.49,Credit Card
ORD-1244,2021-11-19,2021-11-23,CUST-212,John Guzman,Home Office,Pakistan,Karachi,South,P-862,Office Supplies,Binders,Document Binder Set,915.0,5,0.09,101.71,Credit Card
ORD-1236,2021-11-19,2021-11-21,CUST-285,Michael Gray,Home Office,Pakistan,Rawalpindi,North,P-755,Technology,Laptops,Dell Inspiron,17475.0,5,0.18,2986.99,Credit Card
ORD-3682,2021-11-21,2021-11-25,CUST-345,April Mckinney,Home Office,Pakistan,Karachi,South,P-710,Furniture,Chairs,Office Chair,970.5,1,0.11,292.29,Credit Card
ORD-1566,2021-11-21,2021-11-23,CUST-641,Amanda Conley,Corporate,Pakistan,Islamabad,Central,P-855,Technology,Tablets,iPad Air,7161.0,2,0.04,1930.16,Bank Transfer
ORD-2396,2021-11-22,2021-11-27,CUST-494,Amanda Johnson,Home Office,Pakistan,Karachi,South,P-853,Technology,Laptops,Dell Inspiron,2692.5,1,0.07,510.61,Debit Card
ORD-2698,2021-11-23,2021-11-26,CUST-582,Lauren Gutierrez,Corporate,Pakistan,Karachi,South,P-231,Furniture,Chairs,Office Chair,5382.0,4,0.03,659.5,Credit Card
ORD-3241,2021-11-23,2021-11-26,CUST-306,Brenda Yu,Consumer,Pakistan,Lahore,North,P-180,Office Supplies,Paper,A4 Printing Paper,151.5,1,0.03,16.44,Bank Transfer
ORD-3261,2021-11-23,2021-11-24,CUST-178,Nichole Martinez,Home Office,Pakistan,Islamabad,Central,P-134,Furniture,Tables,Office Desk,3708.0,4,0.16,767.69,Cash
ORD-3430,2021-11-25,2021-11-30,CUST-208,Hannah Reeves,Corporate,Pakistan,Lahore,North,P-959,Electronics,Accessories,Wireless Earbuds,3010.5,3,0.04,401.37,Credit Card
ORD-1316,2021-11-25,2021-11-26,CUST-226,Ashley Hammond,Home Office,Pakistan,Multan,West,P-356,Technology,Monitors,Samsung Monitor,10575.0,5,0.15,2626.79,Debit Card
ORD-1667,2021-11-25,2021-11-26,CUST-292,Anthony Hogan,Corporate,Pakistan,Hyderabad,South,P-336,Technology,Monitors,Samsung Monitor,13872.0,4,0.06,2213.51,Bank Transfer
ORD-1409,2021-11-25,2021-11-26,CUST-598,Michael Maldonado,Home Office,Pakistan,Quetta,West,P-463,Technology,Laptops,Dell Inspiron,6786.0,4,0.09,1967.08,Debit Card
ORD-1732,2021-11-26,2021-11-30,CUST-583,Carrie Meyer,Home Office,Pakistan,Islamabad,Central,P-549,Office Supplies,Binders,Document Binder Set,78.0,1,0.08,23.16,Cash
ORD-2923,2021-11-27,2021-11-30,CUST-154,Julie Hamilton,Consumer,Pakistan,Hyderabad,South,P-647,Office Supplies,Paper,A4 Printing Paper,250.5,1,0.0,31.53,Bank Transfer
ORD-3397,2021-11-27,2021-11-28,CUST-847,Jamie Brown,Corporate,Pakistan,Lahore,North,P-231,Electronics,Phones,iPhone 13,5161.5,3,0.01,976.4,Cash
ORD-3113,2021-11-27,2021-11-28,CUST-982,Joseph Ford,Home Office,Pakistan,Islamabad,Central,P-858,Furniture,Tables,Office Desk,5092.5,5,0.07,1040.94,Credit Card
ORD-1256,2021-11-28,2021-11-30,CUST-676,Michael Taylor,Home Office,Pakistan,Lahore,North,P-941,Furniture,Chairs,Office Chair,1566.0,2,0.11,352.93,Credit Card
ORD-3449,2021-11-28,2021-11-29,CUST-906,Joseph Spencer,Corporate,Pakistan,Multan,West,P-326,Technology,Laptops,Dell Inspiron,7452.0,3,0.14,1686.31,Cash
ORD-3054,2021-11-28,2021-12-02,CUST-618,Amy Myers,Consumer,Pakistan,Multan,West,P-843,Office Supplies,Pens,Premium Pen Pack,144.0,4,0.15,19.51,Credit Card
ORD-2705,2021-11-28,2021-12-03,CUST-768,Kenneth Hunter,Home Office,Pakistan,Rawalpindi,North,P-925,Technology,Tablets,iPad Air,10830.0,5,0.12,3269.04,Cash
ORD-3340,2021-11-29,2021-12-01,CUST-377,Hannah Lopez,Consumer,Pakistan,Quetta,West,P-454,Technology,Monitors,Samsung Monitor,8968.5,3,0.15,822.13,Debit Card
ORD-1745,2021-11-29,2021-12-02,CUST-505,Kevin Williamson,Home Office,Pakistan,Islamabad,Central,P-455,Technology,Tablets,iPad Air,5460.0,2,0.05,1799.91,Debit Card
ORD-3058,2021-11-29,2021-12-01,CUST-322,Tammy Melton,Corporate,Pakistan,Islamabad,Central,P-174,Furniture,Tables,Office Desk,2472.0,4,0.06,747.32,Debit Card
ORD-3127,2021-11-30,2021-12-05,CUST-219,Janice Hughes,Consumer,Pakistan,Faisalabad,East,P-527,Office Supplies,Paper,A4 Printing Paper,420.0,4,0.09,127.36,Credit Card
ORD-1331,2021-12-01,2021-12-06,CUST-954,Sara Burton,Home Office,Pakistan,Karachi,South,P-272,Furniture,Tables,Office Desk,795.0,2,0.18,100.35,Cash
ORD-1752,2021-12-01,2021-12-06,CUST-791,Matthew Vance,Home Office,Pakistan,Faisalabad,East,P-440,Technology,Tablets,iPad Air,5022.0,3,0.13,1335.49,Credit Card
ORD-2681,2021-12-02,2021-12-05,CUST-771,Julie Martinez,Corporate,Pakistan,Faisalabad,East,P-331,Office Supplies,Paper,A4 Printing Paper,1014.0,4,0.12,103.86,Cash
ORD-3846,2021-12-02,2021-12-07,CUST-596,Angela Fuller,Home Office,Pakistan,Lahore,North,P-203,Electronics,Phones,iPhone 13,4738.5,3,0.14,1339.38,Debit Card
ORD-1367,2021-12-02,2021-12-03,CUST-884,Ryan Larson,Corporate,Pakistan,Faisalabad,East,P-935,Technology,Laptops,Dell Inspiron,5697.0,3,0.05,1391.51,Debit Card
ORD-2293,2021-12-03,2021-12-07,CUST-458,Michael Bell,Consumer,Pakistan,Faisalabad,East,P-701,Technology,Monitors,Samsung Monitor,17580.0,5,0.08,4797.69,Debit Card
ORD-1082,2021-12-04,2021-12-06,CUST-542,Erin Tran,Home Office,Pakistan,Multan,West,P-414,Technology,Laptops,Dell Inspiron,1641.0,1,0.07,495.86,Credit Card
ORD-3654,2021-12-04,2021-12-09,CUST-221,Candace Kelley,Consumer,Pakistan,Lahore,North,P-646,Office Supplies,Paper,A4 Printing Paper,274.5,1,0.19,49.35,Credit Card
ORD-3035,2021-12-05,2021-12-09,CUST-675,Michael Johnson,Corporate,Pakistan,Karachi,South,P-161,Technology,Laptops,Dell Inspiron,3726.0,2,0.08,881.56,Credit Card
ORD-1006,2021-12-05,2021-12-07,CUST-829,Travis Marshall,Consumer,Pakistan,Hyderabad,South,P-655,Electronics,Accessories,Wireless Earbuds,1987.5,1,0.11,258.63,Bank Transfer
ORD-3070,2021-12-06,2021-12-11,CUST-608,Michael Ward,Home Office,Pakistan,Rawalpindi,North,P-540,Furniture,Tables,Office Desk,6712.5,5,0.12,1155.47,Credit Card
ORD-3325,2021-12-06,2021-12-09,CUST-269,Christina Martinez DDS,Consumer,Pakistan,Hyderabad,South,P-245,Furniture,Tables,Office Desk,1542.0,2,0.01,177.85,Bank Transfer
ORD-3474,2021-12-08,2021-12-11,CUST-236,Deborah Oliver,Home Office,Pakistan,Islamabad,Central,P-471,Electronics,Accessories,Wireless Earbuds,6870.0,4,0.04,1536.37,Cash
ORD-1152,2021-12-09,2021-12-12,CUST-638,Melanie Rogers,Consumer,Pakistan,Faisalabad,East,P-806,Office Supplies,Paper,A4 Printing Paper,307.5,5,0.02,81.4,Credit Card
ORD-2270,2021-12-11,2021-12-13,CUST-944,Christine Wall,Corporate,Pakistan,Sialkot,East,P-537,Technology,Laptops,Dell Inspiron,4554.0,4,0.17,1019.28,Debit Card
ORD-1118,2021-12-11,2021-12-16,CUST-126,Michael Russell,Home Office,Pakistan,Quetta,West,P-924,Furniture,Storage,Filing Cabinet,756.0,2,0.14,82.34,Bank Transfer
ORD-3316,2021-12-11,2021-12-14,CUST-308,Jennifer Mejia,Consumer,Pakistan,Lahore,North,P-699,Technology,Laptops,Dell Inspiron,6912.0,3,0.08,2048.81,Credit Card
ORD-2253,2021-12-12,2021-12-17,CUST-288,Johnny Alvarado,Corporate,Pakistan,Rawalpindi,North,P-971,Office Supplies,Pens,Premium Pen Pack,172.5,5,0.18,47.62,Bank Transfer
ORD-2691,2021-12-12,2021-12-14,CUST-220,Michael Berry,Consumer,Pakistan,Rawalpindi,North,P-233,Technology,Monitors,Samsung Monitor,6757.5,5,0.08,1029.98,Credit Card
ORD-1518,2021-12-13,2021-12-18,CUST-350,Michelle Baker,Corporate,Pakistan,Faisalabad,East,P-823,Furniture,Storage,Filing Cabinet,273.0,1,0.0,64.18,Debit Card
ORD-3029,2021-12-13,2021-12-15,CUST-697,Mary Barajas,Corporate,Pakistan,Sialkot,East,P-646,Furniture,Tables,Office Desk,951.0,1,0.14,216.41,Bank Transfer
ORD-1389,2021-12-13,2021-12-17,CUST-146,Antonio Mercado,Home Office,Pakistan,Multan,West,P-674,Furniture,Chairs,Office Chair,466.5,1,0.13,123.62,Debit Card
ORD-1938,2021-12-14,2021-12-15,CUST-772,Tiffany Garcia,Corporate,Pakistan,Islamabad,Central,P-896,Electronics,Phones,iPhone 13,948.0,1,0.13,209.11,Debit Card
ORD-1982,2021-12-14,2021-12-19,CUST-158,Kathleen Torres,Home Office,Pakistan,Lahore,North,P-991,Furniture,Tables,Office Desk,2142.0,3,0.02,436.37,Cash
ORD-3028,2021-12-15,2021-12-16,CUST-968,Elizabeth Hicks,Corporate,Pakistan,Karachi,South,P-651,Furniture,Tables,Office Desk,2460.0,2,0.01,850.1,Credit Card
ORD-1501,2021-12-15,2021-12-19,CUST-466,Elizabeth Bryant,Consumer,Pakistan,Quetta,West,P-940,Technology,Monitors,Samsung Monitor,2398.5,3,0.13,344.22,Credit Card
ORD-1811,2021-12-15,2021-12-17,CUST-366,Diana Hunt,Home Office,Pakistan,Rawalpindi,North,P-969,Technology,Laptops,Dell Inspiron,5652.0,4,0.19,1289.09,Debit Card
ORD-1712,2021-12-16,2021-12-18,CUST-646,Christine Thomas,Home Office,Pakistan,Sialkot,East,P-635,Technology,Tablets,iPad Air,6565.5,3,0.18,823.32,Bank Transfer
ORD-1730,2021-12-17,2021-12-19,CUST-867,Christine Barnes,Consumer,Pakistan,Hyderabad,South,P-923,Furniture,Chairs,Office Chair,2832.0,2,0.1,295.14,Credit Card
ORD-3107,2021-12-17,2021-12-19,CUST-404,Anthony Cox,Home Office,Pakistan,Faisalabad,East,P-698,Technology,Laptops,Dell Inspiron,8622.0,4,0.07,2042.88,Bank Transfer
ORD-3966,2021-12-18,2021-12-21,CUST-288,Chelsea Berg,Consumer,Pakistan,Karachi,South,P-104,Electronics,Accessories,Wireless Earbuds,6322.5,3,0.04,826.97,Debit Card
ORD-2551,2021-12-18,2021-12-22,CUST-854,Hunter Jennings,Home Office,Pakistan,Multan,West,P-653,Furniture,Storage,Filing Cabinet,1635.0,5,0.06,361.37,Credit Card
ORD-1664,2021-12-19,2021-12-22,CUST-674,Joseph Rivera,Home Office,Pakistan,Lahore,North,P-246,Office Supplies,Paper,A4 Printing Paper,291.0,1,0.04,56.88,Cash
ORD-1296,2021-12-19,2021-12-20,CUST-733,Jesse Neal,Consumer,Pakistan,Lahore,North,P-129,Electronics,Accessories,Gaming Mouse,864.0,1,0.08,94.91,Cash
ORD-3303,2021-12-20,2021-12-23,CUST-952,Patricia Jones,Home Office,Pakistan,Karachi,South,P-949,Technology,Laptops,Dell Inspiron,3093.0,2,0.19,416.51,Credit Card
ORD-3806,2021-12-21,2021-12-26,CUST-649,Nathan Perez,Home Office,Pakistan,Islamabad,Central,P-827,Technology,Tablets,iPad Air,2793.0,1,0.01,601.71,Credit Card
ORD-2133,2021-12-21,2021-12-26,CUST-810,Robert Avila,Home Office,Pakistan,Islamabad,Central,P-277,Office Supplies,Pens,Premium Pen Pack,229.5,3,0.17,43.22,Credit Card
ORD-1831,2021-12-21,2021-12-23,CUST-815,Ashley Payne,Home Office,Pakistan,Hyderabad,South,P-878,Technology,Tablets,iPad Air,13267.5,5,0.15,3870.08,Debit Card
ORD-3773,2021-12-22,2021-12-24,CUST-392,Elizabeth Lewis,Home Office,Pakistan,Sialkot,East,P-816,Electronics,Accessories,Wireless Earbuds,4828.5,3,0.15,1155.86,Bank Transfer
ORD-3910,2021-12-22,2021-12-26,CUST-521,David Miller,Corporate,Pakistan,Hyderabad,South,P-358,Technology,Laptops,Dell Inspiron,8019.0,3,0.09,2327.33,Cash
ORD-3777,2021-12-22,2021-12-27,CUST-232,Hailey White,Corporate,Pakistan,Multan,West,P-188,Electronics,Accessories,Wireless Earbuds,6678.0,4,0.07,1279.02,Cash
ORD-3319,2021-12-22,2021-12-27,CUST-298,Dustin Robinson,Corporate,Pakistan,Islamabad,Central,P-914,Furniture,Chairs,Office Chair,4117.5,3,0.03,635.53,Cash
ORD-1524,2021-12-22,2021-12-25,CUST-176,Christina George,Home Office,Pakistan,Faisalabad,East,P-236,Furniture,Storage,Filing Cabinet,1065.0,5,0.1,163.49,Credit Card
ORD-1334,2021-12-23,2021-12-27,CUST-497,Bonnie Moore,Corporate,Pakistan,Sialkot,East,P-237,Office Supplies,Paper,A4 Printing Paper,333.0,2,0.07,32.47,Bank Transfer
ORD-3854,2021-12-23,2021-12-26,CUST-187,Lori Porter,Corporate,Pakistan,Karachi,South,P-497,Office Supplies,Binders,Document Binder Set,589.5,3,0.13,178.03,Cash
ORD-2981,2021-12-24,2021-12-29,CUST-951,Brittany Ramirez,Corporate,Pakistan,Quetta,West,P-820,Office Supplies,Binders,Document Binder Set,567.0,2,0.0,67.09,Credit Card
ORD-1338,2021-12-25,2021-12-30,CUST-583,Heather Stokes,Home Office,Pakistan,Lahore,North,P-746,Electronics,Accessories,Gaming Mouse,2454.0,2,0.11,528.59,Credit Card
ORD-3756,2021-12-25,2021-12-26,CUST-962,Tiffany Chapman,Home Office,Pakistan,Sialkot,East,P-324,Technology,Monitors,Samsung Monitor,8046.0,4,0.12,1499.1,Credit Card
ORD-1473,2021-12-26,2021-12-30,CUST-918,Michael Silva,Home Office,Pakistan,Lahore,North,P-129,Office Supplies,Pens,Premium Pen Pack,369.0,3,0.18,89.53,Cash
ORD-1841,2021-12-26,2021-12-30,CUST-190,Pamela Gordon,Home Office,Pakistan,Quetta,West,P-492,Electronics,Accessories,Wireless Earbuds,6997.5,5,0.11,1783.32,Debit Card
ORD-2949,2021-12-27,2021-12-29,CUST-976,Jordan Church,Corporate,Pakistan,Lahore,North,P-447,Office Supplies,Pens,Premium Pen Pack,522.0,2,0.1,131.34,Bank Transfer
ORD-1639,2021-12-27,2022-01-01,CUST-357,Wayne Garner,Consumer,Pakistan,Islamabad,Central,P-629,Furniture,Storage,Filing Cabinet,2652.0,4,0.01,549.97,Debit Card
ORD-2713,2021-12-29,2022-01-03,CUST-659,Brandon Perkins,Home Office,Pakistan,Lahore,North,P-400,Electronics,Phones,iPhone 13,5355.0,3,0.02,1134.25,Bank Transfer
ORD-1759,2021-12-30,2021-12-31,CUST-252,Lisa Sims,Consumer,Pakistan,Faisalabad,East,P-888,Office Supplies,Binders,Document Binder Set,720.0,3,0.17,146.61,Debit Card
ORD-1243,2021-12-30,2022-01-04,CUST-967,Melissa Mcgee,Corporate,Pakistan,Multan,West,P-803,Electronics,Phones,iPhone 13,2295.0,3,0.15,673.97,Bank Transfer
ORD-2095,2021-12-30,2022-01-03,CUST-608,Claire Reynolds,Consumer,Pakistan,Karachi,South,P-264,Electronics,Phones,iPhone 13,2577.0,2,0.17,248.04,Bank Transfer
ORD-1123,2021-12-31,2022-01-04,CUST-534,Douglas Wright,Corporate,Pakistan,Karachi,South,P-577,Furniture,Chairs,Office Chair,621.0,3,0.16,156.42,Debit Card
ORD-2800,2021-12-31,2022-01-02,CUST-793,Alexandra Martin,Consumer,Pakistan,Islamabad,Central,P-522,Electronics,Phones,iPhone 13,8304.0,4,0.04,1778.05,Credit Card
ORD-2131,2021-12-31,2022-01-04,CUST-414,James Diaz,Corporate,Pakistan,Quetta,West,P-168,Technology,Monitors,Samsung Monitor,1827.0,1,0.07,297.84,Bank Transfer
ORD-1075,2021-12-31,2022-01-05,CUST-937,Sherry Burns,Consumer,Pakistan,Sialkot,East,P-612,Office Supplies,Pens,Premium Pen Pack,42.0,2,0.07,7.3,Bank Transfer
ORD-1602,2021-12-31,2022-01-01,CUST-798,Mike Howard,Consumer,Pakistan,Islamabad,Central,P-634,Office Supplies,Pens,Premium Pen Pack,327.0,2,0.19,86.69,Debit Card
ORD-3086,2022-01-02,2022-01-03,CUST-607,Whitney Mathews,Consumer,Pakistan,Lahore,North,P-197,Office Supplies,Paper,A4 Printing Paper,204.0,2,0.16,18.51,Cash
ORD-1308,2022-01-03,2022-01-08,CUST-857,Laura Ochoa,Consumer,Pakistan,Karachi,South,P-494,Furniture,Chairs,Office Chair,1098.0,3,0.11,310.26,Bank Transfer
ORD-1877,2022-01-03,2022-01-04,CUST-950,Eric Chapman,Corporate,Pakistan,Sialkot,East,P-165,Furniture,Storage,Filing Cabinet,256.0,1,0.17,62.22,Bank Transfer
ORD-3911,2022-01-04,2022-01-07,CUST-356,David Jones,Consumer,Pakistan,Islamabad,Central,P-299,Technology,Monitors,Samsung Monitor,6603.0,3,0.15,1330.3,Debit Card
ORD-2363,2022-01-05,2022-01-09,CUST-132,Maria Hicks,Corporate,Pakistan,Multan,West,P-460,Electronics,Accessories,Wireless Earbuds,3725.0,5,0.14,995.32,Debit Card
ORD-1173,2022-01-05,2022-01-08,CUST-109,Shane Buckley,Corporate,Pakistan,Multan,West,P-806,Technology,Laptops,Dell Inspiron,5916.0,3,0.08,866.79,Bank Transfer
ORD-2794,2022-01-05,2022-01-10,CUST-909,Vickie Franco,Consumer,Pakistan,Sialkot,East,P-443,Technology,Monitors,Samsung Monitor,5898.0,3,0.19,1177.77,Debit Card
ORD-2669,2022-01-05,2022-01-09,CUST-872,Laura Craig,Corporate,Pakistan,Multan,West,P-746,Furniture,Tables,Office Desk,4600.0,5,0.02,599.03,Credit Card
ORD-3211,2022-01-06,2022-01-08,CUST-661,Allison Smith,Consumer,Pakistan,Rawalpindi,North,P-778,Electronics,Accessories,Wireless Earbuds,6670.0,5,0.18,966.83,Cash
ORD-2685,2022-01-06,2022-01-09,CUST-428,Jacqueline Hodge,Consumer,Pakistan,Sialkot,East,P-170,Electronics,Phones,iPhone 13,983.0,1,0.14,134.69,Credit Card
ORD-2879,2022-01-07,2022-01-12,CUST-703,Catherine Delgado,Consumer,Pakistan,Rawalpindi,North,P-373,Office Supplies,Paper,A4 Printing Paper,30.0,3,0.02,5.61,Debit Card
ORD-1679,2022-01-07,2022-01-09,CUST-909,Chelsea Larson,Home Office,Pakistan,Islamabad,Central,P-457,Office Supplies,Pens,Premium Pen Pack,104.0,1,0.1,16.87,Debit Card
ORD-3386,2022-01-07,2022-01-12,CUST-343,Joann Washington,Home Office,Pakistan,Islamabad,Central,P-118,Furniture,Chairs,Office Chair,918.0,2,0.13,155.37,Cash
ORD-3438,2022-01-11,2022-01-13,CUST-943,Calvin Nunez,Home Office,Pakistan,Hyderabad,South,P-765,Electronics,Phones,iPhone 13,2682.0,3,0.01,354.15,Bank Transfer
ORD-1520,2022-01-11,2022-01-14,CUST-153,Sara Brown,Home Office,Pakistan,Faisalabad,East,P-829,Furniture,Storage,Filing Cabinet,707.0,1,0.17,201.98,Debit Card
ORD-2046,2022-01-11,2022-01-16,CUST-967,Paul Johnson,Consumer,Pakistan,Islamabad,Central,P-139,Electronics,Accessories,Gaming Mouse,1232.0,1,0.13,295.9,Debit Card
ORD-2458,2022-01-13,2022-01-18,CUST-178,Cynthia Rogers,Corporate,Pakistan,Rawalpindi,North,P-563,Office Supplies,Paper,A4 Printing Paper,246.0,2,0.16,39.22,Bank Transfer
ORD-1725,2022-01-14,2022-01-16,CUST-354,Christina Li,Home Office,Pakistan,Hyderabad,South,P-631,Furniture,Storage,Filing Cabinet,2919.0,3,0.01,707.71,Bank Transfer
ORD-1085,2022-01-14,2022-01-15,CUST-293,Tony Scott,Home Office,Pakistan,Sialkot,East,P-946,Office Supplies,Pens,Premium Pen Pack,412.0,4,0.03,106.77,Cash
ORD-2870,2022-01-15,2022-01-16,CUST-145,Jason Garcia,Consumer,Pakistan,Sialkot,East,P-100,Furniture,Tables,Office Desk,171.0,1,0.1,36.51,Credit Card
ORD-3834,2022-01-15,2022-01-18,CUST-825,Tyler Jenkins,Home Office,Pakistan,Hyderabad,South,P-731,Technology,Laptops,Dell Inspiron,3248.0,4,0.1,808.32,Debit Card
ORD-3132,2022-01-16,2022-01-17,CUST-698,Ernest Davis,Corporate,Pakistan,Rawalpindi,North,P-139,Technology,Tablets,iPad Air,2072.0,1,0.06,453.72,Cash
ORD-1425,2022-01-16,2022-01-19,CUST-898,Ann Richardson,Consumer,Pakistan,Hyderabad,South,P-190,Office Supplies,Binders,Document Binder Set,94.0,2,0.02,32.22,Bank Transfer
ORD-2639,2022-01-16,2022-01-18,CUST-368,Leslie Church,Home Office,Pakistan,Lahore,North,P-839,Office Supplies,Pens,Premium Pen Pack,140.0,1,0.02,30.16,Bank Transfer
ORD-1092,2022-01-17,2022-01-20,CUST-736,Chris Johns,Corporate,Pakistan,Quetta,West,P-521,Technology,Monitors,Samsung Monitor,1262.0,2,0.08,353.13,Credit Card
ORD-3251,2022-01-18,2022-01-22,CUST-843,Kenneth Pham,Home Office,Pakistan,Islamabad,Central,P-480,Furniture,Tables,Office Desk,3940.0,4,0.11,771.8,Bank Transfer
